"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsu"	"Vol"	"Country"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage ($Mil)"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"	"Total Deaths"	"Total Death Description"	"Total Missing"	"Total Missing Description"	"Total Injuries"	"Total Injuries Description"	"Total Damage ($Mil)"	"Total Damage Description"	"Total Houses Destroyed"	"Total Houses Destroyed Description"	"Total Houses Damaged"	"Total Houses Damaged Description"
	1949	11	13	5	27	11			"CHINA"	30.3	102.5		5.5			2						1						2						1				
	1949	11	17	1	19	52			"USA"	33.75	-118.25			5							9	3											9	3				
	1949	12	17	6	53	30	5202		"CHILE"	-54	-71	33	7.8		1	1						1					1	1						1				
	1949	12	17	15	7	55	1801		"CHILE"	-54	-71	33	7.8		3	1						1					3	1						1				
	1949	12	29	3	3	54	1802		"PHILIPPINES"	17	121.63		7.2	8		1						2		2		2	16	1						2		2		
	1950	1	19	17	27	20.9			"IRAN"	27.255	53.029	15	5.7	7	30	1						3					30	1						3				
	1950	1	30	0	56	32	1803		"CHILE"	-53.5	-71.5	33	7	6		1												1										
	1950	2	2	19	33	39			"CHINA"	21.7	100.1		7									1												1				
	1950	2	4	9	31	0			"TURKEY"	40	40				20	1						1																
	1950	2	28	10	20	0			"RUSSIA"	46	144	340	7.9	6																								
	1950	3	7	8	3	0			"BRAZIL"	-8	-71	550		5																								
	1950	3	14	18	10	41	1804		"NEW ZEALAND"	-37.8	177.2		5.8																									
	1950	4	30	23	49	24	5579		"PANAMA"	6.5	-83																											
	1950	5	16	13	23	0			"PERU"	-15	-69.5	250	7.9																									
	1950	5	21	18	37	0			"PERU"	-13.5	-72		6		83	2						3																
	1950	6	19	12	36	54			"INDONESIA"	-6	113		6.5	7	16	1			50	1		1	50	1			16	1			50	1		1	50	1		
	1950	7	9	2	35	0			"COLOMBIA"	7.79	-72.61	15	6.1	9	300	3				3	20	3		3		3	300	3				4	20	3		3		3
	1950	8	3	22	18	22	1805		"VENEZUELA"	9.71	-69.819	15	6.4		100	2						1		1		1	100	2						1		1		1
	1950	8	5	19	8	0			"ECUADOR"	-1.5	-78.2	60	6.8	11																								
	1950	8	15	14	9	30	1806		"INDIA"	28.5	96.5	33	8.6	11	1530	4					20	3					1530	4					20	3				
	1950	9	13	0	3	7			"CHINA"	23.5	103.1		5.8	8								2	320	3										2	320	3		
	1950	10	5	16	9	31	1808		"COSTA RICA"	11	-85	60	7.7							3		1										3		1				
	1950	10	8	3	23	9	1809		"INDONESIA"	-3.8	128.3	60	7.6														1	1						3		3		3
	1950	10	23	16	13	20	1810		"GUATEMALA"	14.31	-91.917	65	7.5									3		3		3								3		3		
	1950	11	2	15	27	56			"INDONESIA"	-6.5	129.5	60	8.1																									
	1950	11	8	2	18	12	1811		"SOLOMON ISLANDS"	-10	159.5	33	7.3																									
	1950	11	17	19	28	0			"MEXICO"	16.5	-100.4		6.8	11								2																
	1950	12	2	19	51	49	5660		"VANUATU"	-18.25	167.5	60	7.8																									
	1950	12	9	21	38	48			"CHILE"	-23.5	-67.5	100	8	7	1	1				2							1	1				2						
	1950	12	10	2	50	42	1812		"PERU"	-14.25	-75.75	80	7		4	1			12	1		2		2			4	1			12	1		2		2		
	1950	12	14	1	52	46			"TONGA"	-19.5	-176	200	7.7	6																								
	1950	12	14	14	15	49	1813		"MEXICO"	16.48	-98.22	50	7.5	5								3												3				
	1951	2	17	21	7	7			"PAPUA NEW GUINEA"	-7	146	180	7.2																									
	1951	2	22	1	45	48.9	3145		"PAPUA NEW GUINEA"	-3.252	142.238	25	6.1																					1				
	1951	3	19			0			"PHILIPPINES"	9.5	127.3		7.8																									
	1951	5	6	23	8	0			"EL SALVADOR"	13	-87.8	100	6.5		1100	4					23	3					1100	4					23	3				
	1951	5	16	13	23	0			"PERU"	-15	-69.5	250	7.9																									
	1951	7	9	0	3	53.5			"MEXICO"	15.99	-96.605	25	6		1	1						2					1	1						2				
	1951	8	3	0	23	58	3383	4824	"NICARAGUA"	13	-87.5	100	6									3		2		2								3		2		2
	1951	8	6	8	8	56			"NICARAGUA"	13	-87.5	100	5.5									3		2										3		2		
	1951	8	8	22	9	0			"ITALY"	41.6	13.8			12																								
	1951	8	13	18	33	0			"TURKEY"	40.8	33.4		6.7	9	50	1						3																
	1951	8	15	7	23	0			"USA"	33.5	-118.2			5							3	2																
	1951	8	21	10	57	0	1815		"USA"	19.7	-156	60	6.9						2	1		2	8	1	230	3												
	1951	10	22	5	43	1	3310		"TAIWAN"	23.8	121.7	21	7.3		68	2			586	3		3	2382	4			68	2			586	3		3	2382	4		
	1951	11	18	9	35	50			"CHINA"	31.1	91.4	25	7.5									1		1										1		1		
	1951	11	24	18	47	13			"TAIWAN"	22.9	121.5		7.5		17	1			250	3		2					17	1			250	3		2				
	1951	12	8	4	14	12			"INDIAN OCEAN"	-34	57	25	7.9																									
	1951	12	21	8	37	29	3571		"CHINA"	26.7	100		6.3	9								4	29890	4										4	29890	4		
	1952	1	3	6	3	55.1			"TURKEY"	40.029	41.544	20	5.7	8	103	3			250	3		2					103	3			250	3		2				
	1952	2	26	11	31	0			"PERU"	-14.1	-69.9		7.5																									
	1952	3	4	1	22	41	1817		"JAPAN"	42.15	143.85	45	8.1	9	33	1				3		3		3			33	1			572	3		3	2422	4		
	1952	3	9	17	3	0	1818		"JAPAN"	41.7	142.5		7.1						17	1		2	113	3							17	1		2	113	3		
	1952	3	17	3	58	0	1819		"USA"	19.11	-155.033	33																										
	1952	3	19	10	57	12	1820		"PHILIPPINES"	9.5	127.25		7.8	7								1												1				
	1952	5	13	19	31	42.9	1822		"COSTA RICA"	10.088	-85.211	35	6.4																									
	1952	6	3			0			"TURKEY"	39.8	39.5			7	94	2						3																
	1952	6	19	12	12	59			"CHINA"	22.7	99.8		6.5	8								1	10	1										1	10	1		
	1952	7	13	11	58	33	1823		"VANUATU"	-18.5	169.25	260	6.8																									
	1952	7	21	11	52	14			"USA"	35	-119.017	16	7.7	11	12	1				3	60	4		3		2	12	1				3	60	4		3		2
	1952	8	17	16	2	11			"CHINA"	30.5	91.5	60		10	54	2						2	774	3			54	2						2	774	3		
	1952	8	22	22	41	24			"USA"	35.333	-118.917	16	5.8	8	2	1				2	10	3	90	2			2	1					10	3	90	2		
	1952	9	30	12	52	2			"CHINA"	28.3	102.2		6.8	9								3	4196	4										3	4196	4		
	1952	10	8	14	24	1			"CHINA"	39	112.7		5.5	8								3	5043	3										3	5043	3		
	1952	10	22	17		0			"TURKEY"	36.5	35.5		5	7	20	1						3																
	1952	11	4	16	58	27.9	1829		"RUSSIA"	52.755	160.057	22	9	7		1											10000	4					1	2				
	1952	12	8	15	9	32			"CHINA"	22.9	99.7		5.8	8								1	60	2										1	60	2		
	1952	12	30	12	7	0			"COSTA RICA"	10.3	-83.5				29	1																						
	1953	1	15	13	15	15.6			"IRAN"	27.761	54.751	15	5.5	7	13	1						2					13	1						2				
	1953	1	25	19	47	0			"HAITI"	18.4	-73.4		5.7		2	1						2																
	1953	2	12	8	15	34.9			"IRAN"	35.385	54.979	15	6.6	8	970	3			140	3			1800	4			970	3			140	3		3	1800	4		
	1953	2	15				1831		"PERU"	-12	-77.5		5.5																									
	1953	3	17	13	4		1835		"RUSSIA"	50	156.5		5.8																									
	1953	3	18	19	6	17.7			"TURKEY"	40.175	27.648	10	7.3		1070	4					3.57	2					1070	4					3.57	2				
	1953	4	23	16	24	34	2336		"PAPUA NEW GUINEA"	-4.449	152.868	35	7.4								0.013	1											0.013	1				
	1953	4				0			"IRAN"	29	52				1	1											1	1										
	1953	5	3	23	57	6			"CHINA"	24.2	103.2		5	7								1		2										1		2		
	1953	5	6	17	16	43	1836		"CHILE"	-36.5	-72.5	60	7.6	10	9	1			26	1	500	4					9	1			26	1	500	4				
	1953	5	31	19	58	0	1837		"DOMINICAN REPUBLIC"	19.8	-70.7	33	7.2																									
	1953	6	18	5	44	0			"TURKEY"	41.4	26.3				37	1						2																
	1953	7	2	6	56	0			"VANUATU"	-19	169	223	7.5																									
	1953	8	11	3	32		3735		"GREECE"	38.1	20.6	33	6.8	9																								
	1953	8	12	9	23	52	3398		"GREECE"	38.3	20.8		7.2	10	476	3			2412	4	100	4	30439	4	2394	4	476	3			2412	4	100	4	30439	4	2394	4
	1953	9	10	4	6	4.1	3396		"CYPRUS"	34.741	32.335	20	6.3	10	40	1			100	1		2	500	3			40	1			100	2		2	500	3		
	1953	9	14	0	26	36	1840		"FIJI"	-18.3	178.2	33	6.4		2	1						2		2			7	1			12	1		2		2		1
	1953	11	4	3	49	13.2			"SOLOMON ISLANDS"	-13.189	166.516	35	7.5																									
	1953	11	25	17	48		1841		"JAPAN"	34	141.7	60	7.4		1	1						1					1	1						1				
	1953	12	7	2	5	0			"CHILE"	-22.1	-68.7	128	7.4		3	1					7.31	3																
	1953	12	12	17	31	25	1842		"PERU"	-3.4	-80.6	30	7.4	9	6	1			20	1		2	200	3			6	1			20	1		2	200	3		
	1954	2	5	15	18	4.9			"MEXICO"	17.283	-92.382	85	6.1		6	1					17	3				4	6	1					17	3				4
	1954	2	11	0	30	15	3572		"CHINA"	39	101.3		7.3	10								3		3										3		3		
	1954	2	28	18	9	0			"AUSTRALIA"	-34.9	138.7	4	5.4	8								2																
	1954	3	21	23	42	11			"MYANMAR (BURMA)"	24.5	95.3	180	7.4									2												2				
	1954	3	29	6	17	0			"SPAIN"	37	-3.5	640	7									3																
	1954	4	20			0			"GREECE"	39.8	22.1		7		25	1																						
	1954	4	29	11	34	0			"ATLANTIC OCEAN"	29.5	-29.5		7.5																									
	1954	4	30	13	2	0			"GREECE"	39.3	22.2		7	10	31	1					3.15	2																
	1954	6	10			0			"AFGHANISTAN"	36	66				2000	4																						
	1954	6	17	2	8	39			"CHINA"	31.6	116.6		5.3	6								1		1										1		1		
	1954	7	2	2	45	0			"PHILIPPINES"	13	123.9		6.8	9	13	1			101	3		2					13	1			101	3						
	1954	7	6	11	13	0			"USA"	39.4	-118.5		6.8									2												2				
	1954	7	31	1	0	0			"CHINA"	38.8	104.2		7									2	542	3										2	542	3		
	1954	8	20	15	30	0			"IRAN"	27.5	52		5		1	1						3					1	1										
	1954	8	23			0			"USA"	39.6	-118.5		6.8	12																								
	1954	9	9	1	4	43.4	3394		"ALGERIA"	36.274	1.594	15	6.7	11	1243	4			5000	4	6	3	20000	4			1243	4			5000	4	6	3	20000	4		
	1954	9	9	2	49	48			"ALGERIA"	36	1.5		6.7	11																								
	1954	9	9	2	52	24			"ALGERIA"	36	1.5			11																								
	1954	9	9	9	28	42			"ALGERIA"	36	1.5		6	10																								
	1954	10	24	11	41	6			"CHINA"	29.4	104.8		5	7								1		1		1								1		1		
	1954	11	2	8	24	54			"INDONESIA"	-8	119		6.8	8								1				2								1				2
	1954	11	18	20	44	55	1847		"JAPAN"	38.9	142.2	30	6.5																									
	1954	12	16	11	7	0			"USA"	39.3	-118.2		7	10																								
	1954	12	21	19	56	29.6			"USA"	40.846	-123.893	15	6.6		1	1				1	2.1	2					1	1				1	2.1	2				
	1955	1	18				1848		"VENEZUELA"	11.46	-69.57																							1				1
	1955	1	25	12	23	0			"USA"	33.8	-118.2			4							3	2																
	1955	2	18	22	48	33			"PAKISTAN"	30.5	67				12	1				3		2					12	1				3		2				
	1955	2	27	20	43	0			"KERMADEC ISLANDS (NEW ZEALAND)"	-28	-175.5	60	7.8																									
	1955	3	31	18	18	0			"PHILIPPINES"	8.1	123.2	96	7.6	8	400	3					5	2																
	1955	4	4	19	24	0			"NICARAGUA"	13	-87		6.2									2																
	1955	4	13	20	45	0			"GREECE"	37.5	22											2																
	1955	4	14	1	29	2			"CHINA"	30	101.8		7.5	9	39	1			113	3		2	500	3			39	1			113	3		2	500	3		
	1955	4	15	3	40	58			"CHINA"	39.9	74.6		7	9								2		2										2		2		
	1955	4	19	16	47	19	3393		"GREECE"	39.4	23.1	33	6.2	10	8	1			149	3		4	459	3	8352	4	8	1			149	3		4	459	3	8352	4
	1955	4	19	20	24	5	1849		"CHILE"	-30	-72	30	7.1	6													1	1						1		1		
	1955	4	21	7	18	0			"GREECE"	39.5	23		6	10	7	1						3																
	1955	4	24	12	59	12			"CHINA"	44.2	83.6		6.5									1		1										1		1		
	1955	5	17	14	49	49	1850		"INDIA"	6.5	94		7.3																									
	1955	6	7	0	48	54			"CHINA"	26.5	101.1		6	8								3	4524	4										3	4524	4		
	1955	7	16	7	7	0			"TURKEY"	37.5	27		6.8	9	4	1						3																
	1955	7	20	21		0			"COLOMBIA"	0.2	-78.4		6									3																
	1955	9	1	17	33	0			"COSTA RICA"	10	-84.5		5.8		10	1						2																
	1955	9	8	3	27	14	1852		"SOLOMON ISLANDS"	-6.9	155.7	33	6.5																									
	1955	9	12	6	9	20			"EGYPT"	32.2	29.6		6.3		22	1			12	1		3					22	1			12	1		3				
	1955	9	23	15	6	23	3573		"CHINA"	26.6	101.8	10	6.8	9		1						3	15000	4				1						3	15000	4		
	1955	10	1	6	29	55			"CHINA"	29.9	101.4		5.8	7								1		1										1		1		
	1955	10	9	21	3	0			"PERU"	-16.2	-71.3				1	1						2																
	1955	10	10	8	57	52.7	1853		"PAPUA NEW GUINEA"	-5.1	152.924	35	7.3																									
	1956	1	8	7	11	26			"MEXICO"	17	-99.5		6.5							3		3										3		3				
	1956	1	8	20	54	13	1854		"CHILE"	-19	-70		7.1	5		1						1						1						1				
	1956	1	10	8	52	43			"TONGA"	-26	-175.241	35	7																									
	1956	1	12	5	46	0			"HUNGARY"	47.5	19.3		5.8		2	1						3																
	1956	1	16	23	37	0			"ECUADOR"	-0.5	-80.5		7.3	9								2																
	1956	1	24			0			"NICARAGUA"	12.2	-86.7		7.3									2																
	1956	1	31	2	25	0			"SLOVENIA"	45.5	14.3	7	4.5	7								2																
	1956	2	20	20	31	0			"TURKEY"	40	30.5		5.8	8	4	1						2																
	1956	3	2	22	43		5540		"NEW ZEALAND"	-38.9	175.7		5.3	7								1												1				
	1956	3	5	23	29	0	1855		"JAPAN"	44.3	144.1	20																										
	1956	3	16	19	32	0			"LEBANON"	35.5	35.5		5.8		148	3						3																
	1956	4	19	18	38	0			"SPAIN"	37	-4				7	1						3																
	1956	5	23	20	48	0			"FIJI"	-15	-179	430	7.5																									
	1956	6	9			0			"AFGHANISTAN"	35.1	67.5	60	7.6		100	2																						
	1956	7	9	3	11	45.1	1859		"GREECE"	36.664	25.957	20	7.7	9	53	2						3					56	2						3				
	1956	7	9	3	24		3392		"GREECE"	36.8	25.2		6.8																									
	1956	7	16	15	7	0			"MYANMAR (BURMA)"	22.2	95.7	39	7		38	1						2																
	1956	7	18	6	19	35			"INDONESIA"	-5.5	130	190	7.5																									
	1956	7	21	15	32	30.1			"INDIA"	23.278	70.107	15	6	9	156	3						3					156	3						3				
	1956	8	12	16	59	37.6	1863		"JAPAN"	33.8	138.8	50	6.5																									
	1956	8	19	0	44	33			"CHINA"	37.8	114		5	7								1		1										1		1		
	1956	10	11	2	24	0			"RUSSIA"	46	150.5	110	7.6	7																								
	1956	10	31	14	3	47.2			"IRAN"	27.407	54.462	15	6.4	8	410	3					2.8	2					410	3					2.8	2				
	1956	11	2	16	4	0	1864		"GREECE"	39.5	23		5.7	8		2																						
	1956	12	18	2	31	3	1865		"CHILE"	-25.5	-71	33																										
	1956	12	31	21	33	22			"CHINA"	40.5	115.5		5	6								1		1										1		1		
	1957	2	20	4	41	1			"TUNISIA"	36.2	8.9		5.6		13	1			96	2		2					13	1			96	2		2				
	1957	2	23	20	26	14			"TAIWAN"	23.9	121.6	69	7.2		11	1				3		2					11	1				3		2				
	1957	3	8	12	21	14			"GREECE"	39.4	22.8		7	10	2	1				3		2					2	1				3		2				
	1957	3	9	14	22	31.9	1867	3117	"USA"	51.292	-175.629	33	8.6									1					2	1			1	1		3				
	1957	3	22	14	21	0			"USA"	55	-165.2		7.5	5																								
	1957	3	22	19	44	22.3			"USA"	37.557	-122.724	15	5.7						40	1	1	2									40	1	1	2				
	1957	4	14	19	18	0			"SAMOA"	-15.5	-173	60	7.5																									
	1957	4	16	4	4	4			"INDONESIA"	-4.6	107.1	600	7.5																									
	1957	4	23			0			"IRAN"	33.4	52.5			7	16	1						2	210	3			16	1						2	210	3		
	1957	4	24	19	10	12			"TURKEY"	36.31	28.62	40	6.9									2												2				
	1957	4	25	2	25	41.2			"TURKEY"	36.405	28.699	35	7.3	10	18	1			92	1		4	3000	4	5000	4	18	1			92	1		4	3000	4	5000	4
	1957	5	26	6	33	38			"TURKEY"	40.73	31.09	25	7.1	9	52	2				3		3				4	52	2				3		3				4
	1957	6	10	20	2	2			"CHINA"	38	112.5		5	6								1		1										1		1		
	1957	6	22	23	50	23	1869		"INDONESIA"	-1.5	137	33	7.3									3												3				
	1957	6	27	0	9	28			"RUSSIA"	56.2	116.4	15	7.6	10								2												2				
	1957	7	2	0	42	26.4			"IRAN"	36.277	52.778	15	6.6	9	1100	4				3		3					1100	4				3		3				
	1957	7	28	8	40	1	1870		"MEXICO"	16.5	-99.1	25	7.9	7	65	2				3	25	4		3			65	2				3	25	4		3		
	1957	7	29	17	15	14	1871		"CHILE"	-23.5	-71.5	33	7	3																								
	1957	9	5			0			"IRAN"	28.3	53.3					3						3																
	1957	9	24	8	21	0			"PHILIPPINES"	5.5	127.5	60	7.6																									
	1957	9	26				1872		"INDONESIA"	-8.2	107.3																											
	1957	9	28	14	20	0			"FIJI"	-20.4	-178.5	549	7.5																									
	1957	10	26	14	16	57	1873		"INDONESIA"	-2	116		6																									
	1957	11	29	22	19	0			"BOLIVIA"	-21	-66	170	7.8									1																
	1957	11				0	1875		"SOLOMON ISLANDS"																													
	1957	12	4	3	37	45			"MONGOLIA"	45.5	99.5	33	8.1	11	30	1						2					30	1						2				
	1957	12	13	1	45	4.8			"IRAN"	34.388	47.748	15	6.5	8	1200	4				3		3					1200	4				3		3				
	1957	12	17	13	50	0			"SOLOMON ISLANDS"	-12.3	166.7	120	7.8																									
	1958	1	15	19	14	0			"PERU"	-16.5	-72	60	7.3	9	28	1						2																
	1958	1	16	2	4	0			"IRAN"	36.5	53					3						2																
	1958	1	19	14	7	27	1877		"COLOMBIA"	1.5	-79.5	60	7.6	9	111	3			46	1		2		2			115	3			46	1		2		2		
	1958	2	1	16	10	15			"COLOMBIA"	2	-79		6.9			1						3				2		1						3				2
	1958	2	7	23	23	36	3574		"CHINA"	31.5	104		6.2	7								1		1										1		1		
	1958	3	11	0	22	56			"JAPAN"	25	125	70	7.5			2				3								2				3						
	1958	4	21	22	37	36	1879		"INDONESIA"	-4.5	104	200	6.7																									
	1958	5	14	2	34	0			"AZORES (PORTUGAL)"	38.5	-28.8											3												3				
	1958	7	10	6	15	59.9	1880		"USA"	58.37	-136.665	35	7.8	11								1		1			5	1					0.1	1		1		
	1958	7	26	17	38	0			"PERU"	-13.5	-69	620	7.5									1																
	1958	8	16	19	13	48.3			"IRAN"	34.29	47.867	15	6.7	7	132	3			948	3		3	2500	4			132	3			948	3		3	2500	4		
	1958	9	1	14	30	0			"PERU"	-18	-65				4	1						4																
	1958	9	4	21	51	16.9			"CHILE"	-33.785	-70.112		6.8		7	1						3																
	1958	9	17	12	24	0	1881		"RUSSIA"	49.3	156.4																											
	1958	9	21	16	18	0			"IRAN"	36	49		5.2	6	16	1						3					16	1						3				
	1958	9	25	1	5	36			"CHINA"	22.5	109.5		5.8	7								1		1										1		1		
	1958	10	20	1	12	37			"INDONESIA"	-9.5	112.5	100	6.7	8	8	1			1856	4		2	95	2	206	3	8	1			1856	4		2	95	2	206	3
	1958	11	4	22	54	46	1883		"PACIFIC OCEAN"	-50	-115		6.1																									
	1958	11	6	22	58	8.6	1884		"RUSSIA"	44.53	148.54	40	8.3	10								2																
	1958	11	12	20	23	0	1885		"RUSSIA"	44.2	148.8	29																										
	1958	11	18	10	45	0			"ITALY"	44.3	9.9			12																								
	1958	11	29	9	30	0			"ITALY"	44.4	8.8			12																								
	1959	1	22	5	10	0	1886		"JAPAN"	37.5	142.2	40																										
	1959	1	26	6	46	0			"ITALY"	44.5	9.6			12																								
	1959	2	7	9	36	51	1887		"PERU"	-4	-81.5	19	7.4	7								1				1								1				1
	1959	4	5						"FRANCE"	44	6.8		5.5	8								2																
	1959	4	9	12	24	20	1889		"RUSSIA"	44.3	149	40	5																									
	1959	4	11	22		0			"ITALY"	42.9	12.6			12																								
	1959	4	17			0			"ITALY"	44.5	10.8			12																								
	1959	4	25	0	26	0			"TURKEY"	37	28.7		6.3	8								2																
	1959	4	26	20	40	38			"TAIWAN"	24.78	122.7	150	7.5		2	1						1					2	1						1				
	1959	5	4	7	15	42	1890		"RUSSIA"	52.5	159.5	60	8.2	10	1	1			13	1		2		2			1	1			13	1		2		2		
	1959	5	24	19	17	0			"MEXICO"	17	-96.3	100	6.8									3																
	1959	6	14	0	12	6.5			"BOLIVIA"	-20.369	-68	112	7.5		1	1						1					1	1						1				
	1959	6	18	15	31	0			"RUSSIA"	53.9	160.5	15	7	10																								
	1959	7	2	18	33	54			"CHINA"	31.8	115.3		5	6						1		1		1								1		1		1		
	1959	8	10	23	7	29			"CHINA"	35.6	110.9		5.4	7								1	43	1										1	43	1		
	1959	8	15	8	57	3			"TAIWAN"	22.18	121.13	60	7		16	1			63	2		3		3			16	1			63	2		3		3		
	1959	8	17	21	4	40	1892		"SOLOMON ISLANDS"	-7.5	156		7.3									3												3				1
	1959	8	18	6	37	13.5	2371		"USA"	44.712	-111.215	5	7.7	10	28	1					11	3				2	28	1					11	3				2
	1959	8	26	8	25	31			"MEXICO"	18.3	-94.4		6.9		25	1			200	3		3		3			25	1			200	3		3		3		
	1959	8	29	17	3	10	5836		"RUSSIA"	52	106.5		6.5																									
	1959	9	1	11	37	0			"ALBANIA"	40.9	19.8	11	6.1	10	2	1						3																
	1959	9	14	14	9	0			"KERMADEC ISLANDS (NEW ZEALAND)"	-28.5	-177	60	7.7																									
	1959	10	25	15	57	0			"TURKEY"	39.1	41.6		6.2		18	1						2																
	1959	10	26	7	35	0	1893		"JAPAN"	37.5	143.2	10																										
	1959	10	27	6	52	51.2			"RUSSIA"	45.89	151.11	70	7.2																									
	1959	11	7			0			"ALGERIA"	36.4	2.6		5.5	8								2																
	1959	11	15	10	25	16			"CHINA"	38.75	75.317		6.4			1						1						1						1		1		
	1959	12	24	12	50	0			"PERU"	-13.5	-74			7	7	1						2																
	1960	1	13	15	40	34	1896		"PERU"	-15.75	-72.75	160	7.8	10	63	2			200	3		3		3			63	2			200	3		3		3		
	1960	1	15	9	30	0			"PERU"	-15	-75	150	7		63	2						1																
	1960	2	2	23	51	59			"CHINA"	33.8	104.5		5.3	6								1		1										1		1		
	1960	2	21	8	13	31			"ALGERIA"	36	4.1	33	5.6		47	1			88	2		2					47	1			88	2		2				
	1960	2	29	23	40	14	1897		"MOROCCO"	30.45	-9.62	33	5.9	10	13100	4			25000	4	120	4		3			13100	4			25000	4	120	4		3		
	1960	3	20	17	7	30	1898		"JAPAN"	39.8	143.4	20	7.5									1												1				
	1960	3	23	0	23		1899		"JAPAN"	39.4	143.7	20	6.7																									
	1960	4	13	7	57	49			"CHINA"	44.7	127		5.8	8								1	29	1										1	29	1		
	1960	4	24	12	14	31.7			"IRAN"	27.814	54.497	15	5.9	7	420	3			3000	4	20	3					420	3			3000	4	20	3				
	1960	4	29	9	16	20			"INDONESIA"	-0.5	121.5			8								2	50	1										2	50	1		
	1960	5	21	10	2	50	1901		"CHILE"	-37.872	-73.243	35	8.2			1				3		1						1				3		1				
	1960	5	22	19	11	17	1902	4153	"CHILE"	-38.143	-73.407	33	9.5	12	2000	4			3000	4	1000	4	58622	4			2226	4			3000	4	1000	4	58622	4		
	1960	5	26	5	10	0			"GREECE"	40	20		6.5		8	1						2																
	1960	6	11	15	14	9	1904		"PAPUA NEW GUINEA"	-9.4	152.3	33	6.6																									
	1960	7	29	17	31	45	1905		"JAPAN"	40.3	142.5	50	6.7																									
	1960	7	30	2	4	0			"ECUADOR"	-1.5	-79	21			11	1						1																
	1960	8	27	15	58	0			"INDIA"	28.6	76.7	58										2																
	1960	9	22	9	5	32.5			"CONGO"	-3.6	29	28	6.6		24	1						2				3	24	1						2				3
	1960	10	7			0			"PHILIPPINES"	11.1	122.3				3	1						2																
	1960	11	1	8	45	59	1906		"CHILE"	-38.5	-75.1	55	7.4			1						1						1						1				
	1960	11	9	10	43	42			"CHINA"	32.7	103.7		6.8	9								3		3										3		3		
	1960	11	20	22	1	56.4	1907		"PERU"	-6.8	-80.7	93	6.7														66	2			2	1	0.55	1				
	1961	1	10	14	22	25.5			"RUSSIA"	50.016	156.099	59	6.6																									
	1961	1	16	7	20	0	1910		"JAPAN"	36	142.3	40																										
	1961	1	16	11	19	0	1911		"JAPAN"	36	141.9	20																										
	1961	1	16	12	12	0	1912		"JAPAN"	36.2	141.9	20																										
	1961	2	4	8	51	0			"INDIA"	24.9	93.34	141	7.6																									
	1961	2	12	21	53	0	1913		"RUSSIA"	43.2	147.9	80																										
	1961	2	26	18	10	48.7	1914		"JAPAN"	31.6	131.8	74	7.3		2	1			7	1		2	170	3	170	3	2	1			7	1		2	170	3		
	1961	3	7	10	10	0			"KERMADEC ISLANDS (NEW ZEALAND)"	-28.3	-175.7	40	7.5																									
	1961	3	7	19	0	48			"CHINA"	30.5	110		4.9	7								2	25	1										2	25	1		
	1961	3	16	13	45	35.6			"INDONESIA"	-8.2	122	74	6.5	8	2	1			6	1		2					2	1			6	1		2				
	1961	3	24	10	36	0			"ITALY"	38	15.3				15	1						2																
	1961	4	4	21	32	0			"USA"	34	-118	16									4.5	2																
	1961	4	13	16	34	39			"CHINA"	39.8	77.7		6.8	9								2	53	2										2	53	2		
	1961	5	23	2	45	19	1917		"TURKEY"	36.693	28.594	35	6.4																									
	1961	6	1	23	29	25.6			"ETHIOPIA"	10.466	39.717	33	6.2	9	160	3				3		3		3			160	3				3		3		3		
	1961	6	11	5	10	28.1			"IRAN"	27.861	54.528	15	6.4	8	60	2				3		3	500	3			61	2				3		3	500	3		
	1961	6	11	17	15	33			"CHINA"	24.97	98.63	33	5.8	8								3	5740	4										3	5740	4		
	1961	6	16	10	31	57.3	2385		"COLOMBIA"	8.9	-73.4	120	6.5																									
	1961	6	27	0	49	0			"IRAN"	33.5	49.4				5	1				3		2					5	1				3		2				
	1961	6	27	7	3	41			"CHINA"	27.73	99.75	25	6	8								3	11400	4										3	11400	4		
	1961	7	18	14	4	0	1920		"JAPAN"	29.6	131.8	60																										
	1961	7	23	21	51	10.5	1921		"VANUATU"	-18.421	168.411	35	7.3																					1				
	1961	8	1	5	39	54.4	1923		"SOLOMON ISLANDS"	-9.849	160.614	25	6.4																									
	1961	8	11	15	51	0	1924		"JAPAN"	42.9	145.6	80																										
	1961	8	17	21	16	31.4			"RUSSIA"	46.338	149.548	154	6.7																									
	1961	8	19	5	33	0			"JAPAN"	36	136.7		7.3		10	1						2																
	1961	8	31	1	57	0			"PERU"	-10.5	-70.7	629	7.5																									
	1961	9	1	0	9	0			"SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS"	-59.5	-27.3	131	7.5																									
	1961	9	5			0			"SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS"	-58	-27		7.7																									
	1961	9	8	11	26	32.3			"SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS"	-56.26	-27.283	105	7.7																									
	1961	10	1	0	16	1			"CHINA"	34.33	104.78		5.7	7								1	10	1										1	10	1		
